fonte,pagina,titolo,n_parole,contenuto
wikivoyage,Venezia,Come spostarsi,128,"La carta blu costa 18,50€, 34€ o 56€ rispettivamente (16,50€, 31€ e 53€ rispettivamente per chi ha meno di 30 anni) e dà diritto a corse illimitate sui trasporti pubblici dell'ACTV.
La carta arancio (12h a 30€/23€; 48h a 55€/46,50; 7 giorni 82€/72,50€ anche qui gli sconti si applicano a chi ha meno di 30 anni) offre, oltre ai vantaggi della carta blu il libero accesso ai musei compresi nel Museum Pass e alle chiese del Chorus Pass.
Si possono pagare 21€ in più per estendere la validità delle carte blu e arancio alle corse dell'Alilaguna da e verso l'aeroporto.
La Venice Card si può ordinare online con un minimo di 48h di anticipo per usufruire di uno sconto di 2,50€ o chiamando il numero verde 899.909.090 (gratuito)."
wikivoyage,Venezia,Come spostarsi,300,"
==== Carte cumulative ====
Esistono anche biglietti cumulativi come la Museum Card, I Musei di Piazza San Marco, al prezzo di 20€ (13€ per bambini e ragazzi dai 6 ai 14 anni e studenti di 15 ai 25, cittadini europei con più di 65 anni e titolari della Rolling Venice) che consente l'ingresso a Palazzo Ducale, Museo Correr, Museo Archeologico e Biblioteca Marciana. Il Museum Pass costa invece 24€ (18€ per le categorie scontate come sopra) e consente l'accesso a Palazzo Ducale, Museo Correr, Museo Archeologico, Biblioteca Marciana, Ca' Rezzonico, Casa Goldoni, Palazzo Mocenigo, Ca' Pesaro, Museo del Merletto di Burano, Museo del Vetro di Murano.
Entrambe le Museum card valgono sei mesi e per un solo ingresso in ognuno dei musei.
È opportuno notare che i musei di Piazza San Marco sono accessibili soltanto con una delle due carte Museum Card o museum Pass.
Il Chorus Pass costa 8€ e consente per tutta la sua intera durata (1 anno) l'accesso alle sedici chiese dell'associazione Chorus (Frari, Gesuati, Madonna dell'Orto, Redentore, San Giacomo dell'Orio, San Giobbe, San Giovanni Elemosinario, San Pietro di Castello, San Polo, San Sebastiano, San Stae, Sant'Alvise, Santa Maria dei Miracoli, Santa Maria del Giglio, Santa Maria Formosa, Santo Stefano).


==== Traghetti (gondoloni) ====
I pedoni veneziani usano spesso il traghetto per attraversare il Canal Grande al di fuori dei suoi ponti: si tratta di gondole di dimensioni maggiori rispetto a quelle che offrono escursioni ai turisti e permettono il trasporto di 14 persone, tutte in piedi, ad un costo di 70 centesimi per i residenti e possessori di imob e di 2 euro per gli altri utenti (maggio 2015).


=== In auto ===
Nel centro di Venezia non esistono automobili, autobus o altri veicoli a motore su ruote, ma solo barche, gondole e vaporetti di linea."
wikivoyage,Venezia,Come spostarsi,296,"
=== In gondola ===
Una volta il mezzo più tipico per girare la città, oggi la gondola non è più un mezzo di trasporto, essendo diventata esclusivamente un intrattenimento per i turisti.
La vista di Venezia dall'acqua è comunque assolutamente meritevole.
Una corsa di 30 minuti diurna (massimo 6 persone) costa 80€, mentre una corsa notturna di 35 minuti costa 100€. Porre attenzione al fatto che quasi nessuno dei gondolieri propone il prezzo concordato dall'ente gondola, oppure si propongono tempi inferiori ai canonici 40 minuti. Si consiglia pertanto, di procurarsi copia del tariffario ufficiale presso un qualsiasi ufficio informazioni.


=== In taxi acqueo ===

Un'alternativa comoda ma molto costosa rispetto al vaporetto.
I taxi acquei sono gestiti da:

 Coop. San Marco, ☎ +39 041 5222303.  
 Coop. Veneziana, ☎ +39 041 716124.  
 Coop. Serenissima, ☎ +39 041 5221265, +39 041 5229538.  
 Soc. Narduzzi Solemar, ☎ +39 041 5200838.  
 Soc. Marco Polo, ☎ +39 041 966170.  
 Soc. Sotoriva, ☎ +39 041 5209586.  
 Soc. Serenissima, ☎ +39 041 5228538.  
 Venezia Taxis, ☎ +39 041 723009.  

Ci sono stazioni di taxi acquei presso:

 Ferrovia (Stazione Ferroviaria di Santa Lucia), ☎ +39 041716286.  
 Piazzale Roma (S. Chiara), ☎ +39 041716922.  
 Rialto, ☎ +39 041723112.  
 Lido, ☎ +39 0414222303.  
 Aeroporto Marco Polo, ☎ +39 0415415084.  
Nel centro storico della città è prevista una tariffa fissa per i taxi acquei di 15€ alla partenza più 2€ al minuto sulle tratte urbane. Sono previsti supplementi di 5€ per i servizi di chiamata e ritiro del cliente fuori dai parcheggi taxi, di 10€ per i servizi notturni dalle 22:00 alle 06:00, di 3€ per i bagagli eccedenti i 4 colli e di 5€ o 10€ per ogni persona eccedente un gruppo di 4 persone. Le tariffe sono fissate con delibera del Consiglio Comunale di Venezia."
wikivoyage,Venezia,Cosa vedere,698,"Il luogo più celebre della città è 1 Piazza San Marco, l'unica nel centro storico ad essere caratterizzata dal toponimo ""piazza"": le altre piazze sono chiamate infatti ""campi"" o ""campielli"". La Basilica di San Marco è situata al centro della piazza, colorata d'oro e rivestita da mosaici che raccontano la storia di Venezia, assieme ai bassorilievi che raffigurano i mesi dell'anno. Il Palazzo Ducale sorge a fianco della Basilica: a unirli, la Porta della Carta, opera di Bartolomeo Bono, che è l'uscita del museo di Palazzo Ducale. Da vedere la Sala del Maggior Consiglio, che per secoli fu la più grande sede di governo del mondo, il Ponte dei Sospiri, le carceri e i Piombi. Di fronte al Palazzo Ducale sorge il campanile di San Marco: costruito nel 1173 come faro per i naviganti.
Sono innumerevoli le chiese degne di nota che si possono trovare nella città lagunare, sia per i propri pregi architettonici che per i tesori artistici ivi contenuti. Tra le più importanti si può annoverare la Basilica di Santa Maria della Salute a pianta ottagonale, la basilica di Santa Maria Gloriosa dei Frari, la chiesa di Santa Maria dei Miracoli, la chiesa di San Francesco della Vigna, la chiesa di San Zaccaria, la basilica dei Santi Giovanni e Paolo, la chiesa del Redentore, quest'ultima realizzata presso l'isola della Giudecca su progetto di Andrea Palladio, e la basilica di San Pietro di Castello che annovera due cappelle ad opera del Veronese. Altri importanti monumenti veneziani sono l'Arsenale, le sinagoghe del Ghetto.
Venezia è ricca di palazzi signorili, affacciati su campi, calli, rii e canali, antiche residenze delle più ricche famiglie veneziane dell'epoca d'oro della città. Tra i più famosi Palazzo Fortuny, in stile gotico donato alla città di Venezia dalla vedova dell'artista spagnolo Mariano Fortuny, Palazzo Grassi, opera di Giorgio Massari, Palazzo Mocenigo dalla facciata di impronta rinascimentale, Palazzo Grimani, di proprietà demaniale e sede della Corte d'appello e Palazzo Loredan in stile gotico. Spesso nel nome vengono citate due o più famiglie come ad esempio Palazzo Cavalli-Franchetti, o Palazzo Gritti-Badoer, oppure è specificato il ramo della famiglia (es. Palazzo Morosini del Pestrin). Molte residenze private mantengono invece la tradizionale denominazione Ca', che indicava il nome della casata e dell'edificio: ad esempio Ca' Foscari, sede dell'omonima Università cittadina e visitabile gratuitamente il sabato mattina scrivendo a cafoscaritour@unive.it, Ca' Corner, progettata nel XVI secolo da Jacopo Sansovino, Ca' Rezzonico, nel sestiere di Dorsoduro e opera del Longhena, Palazzo Balbi, sede del Presidente e della Giunta Regionale della Regione del Veneto, Ca' Pesaro, Ca' Tron, Ca' Vendramin Calergi e Ca' Dario, tristemente nota per il tragico destino di alcuni dei suoi proprietari.
A Venezia, vista la sua antica vocazione commerciale, sono inoltre presenti i fondachi, antichi edifici di origine medioevale adibiti a magazzino e a ricovero per i mercanti stranieri. Lungo il Canal Grande sono visibili il fondaco dei Tedeschi, il fondaco dei Turchi e il fondaco del Megio.
Per la sua conformazione Venezia dispone di 435 ponti tra pubblici e privati che collegano le 118 isolette su cui è edificata, attraversando 176 canali. La maggior parte di essi sono costruiti in pietra, altri materiali comuni sono il legno e il ferro. Il più lungo è il ponte della Libertà che attraversa la laguna veneta, collegando la città con la terraferma e permettendo così il traffico veicolare. Il principale canale che taglia la città, il Canal Grande, è attraversato da quattro ponti: il ponte di Rialto è il più antico (edificato intorno al XVI secolo); il ponte dell'Accademia; il ponte degli Scalzi, questi ultimi costruiti sotto la dominazione asburgica e ricostruiti nel XX secolo, e infine il ponte della Costituzione, posto in opera nel 2008 su progetto dell'architetto Santiago Calatrava. Un altro simbolo della città è il ponte di Rialto: opera di Antonio Da Ponte, sorse nel 1591. Uno dei ponti più celebri di Venezia è, inoltre, il ponte dei Sospiri. Realizzato in pietra d'Istria nel XVII secolo su progetto dell'architetto Antonio Contin, collega il Palazzo Ducale con le Prigioni Nuove.
A Venezia ha inoltre sede il ricercato museo Peggy Guggenheim, dove si trovano grandi opere di artisti tra i quali Ernst, Modigliani, Picasso, Mirò, Pollock e Kandinsky."
wikivoyage,Venezia,Eventi e feste,510,"La regata delle befane.  6 Gennaio.  
 Befana a Sant'Erasmo (Sant'Erasmo).  6 gennaio. Alle 05:00 viene eretto un ""berolon"" (falò) a pochi passi dalla piazza; offrono frittelle, dolci e vin brulè. 
 Carnevale di Venezia.  Nei 10 giorni che precedono la Quaresima tra febbraio e marzo. Il carnevale più famoso d'Italia. 
 Su e zo per i ponti.  Marzo/aprile. Marcia non competitiva 
 Vogalonga.  Maggio. Regata. 
 Festa del carciofo violetto, Torre Massimiliana (Sant'Erasmo).  seconda domenica di maggio. Nata nel 2007, offre degustazione e vendita di prodotti locali e dimostrazioni di diversi modi di cucinare il carciofo. 
 Night Marathon.  Giugno. Gara podistica notturna. 
 Festa di Cristo Re (Sant'Erasmo).  prima domenica di giugno. Festa del patrono 
 Festa del Redentore.  Terza domenica di luglio. Grandiosa festa popolare. 
 La Biennale di Venezia, Ca’ Giustinian, San Marco 1364/A, ☎ +39 041 5218711, info@labiennale.org.  
 Biennale cinema.  fine agosto-inizio settembre. Partecipate al festival cinematografico annuale, il più antico del suo genere. Prenotate in anticipo perché l'isola è piccola e gli hotel si riempiono. Molte celebrità partecipano a questo evento annuale, quindi tenete pronta la macchina fotografica. 
 Biennale arte (Esposizione anternazionale d'arte).  aprile-novembre. L'Esposizione biennale si articola tra il Padiglione Centrale ai Giardini della Biennale e l'Arsenale di Venezia in due nuclei distinti: Nucleo Contemporaneo e Nucleo Storico.Eventi collaterali a supporto dell'esposizione sono previsti in Terraferma. 
 Biennale architettura (Mostra internazionale di architettura).  maggio-novembre. L'Esposizione biennale si articola tra il Padiglione Centrale ai Giardini della Biennale e l'Arsenale di Venezia in due nuclei distinti: Nucleo Contemporaneo e Nucleo Storico.Eventi collaterali a supporto dell'esposizione sono previsti in terraferma. 
 Regata storica.  Prima domenica di settembre.  
 Maratona di Venezia.  Ottobre.  
 Festa del mosto (Sant'Erasmo).  prima o seconda domenica di ottobre. È un evento dedicato al mosto, il succo appena pigiato utilizzato per fare il vino. Si tratta infatti di ""torbolino"", un vino ottenuto da uve bianche, non totalmente fermentato, torbido, leggermente frizzante e amabile. 
 Madonna della Salute.  21 Novembre.  
 Salone Nautico di Venezia (Castello).  Tra maggio e giugno.  
 Salone dell'Alto Artigianato (Arsenale di Venezia) (Castello).  Quattro giorni a inizio ottobre.  
 Homo Faber (Fondazione Giorgio Cini - Isola di San Giorgio - Venezia).  settembre - evento biennale. Mostra al mondo l'artigianato come arte sull'isola di San Giorgio presso la Fondazione Giorgio Cini.Un ricco programma di mostre ed eventi gratuiti darà al pubblico occasioni di convivialità e approfondimenti. 
 The Venice Glass Week.  Terza settimana di settembre. Nato nel 2017 per celebrare, sostenere e promuovere l'arte vetraria: l'attività artistica ed economica per cui la città lagunare di Venezia è rinomata nel mondo da oltre 1.000 anni.ll festival è aperto a tutte le iniziative dislocate in tutta la città di Venezia, nazionali e internazionali, che abbiano al centro la valorizzazione del vetro artistico: mostre, installazioni, conferenze, workshop, spettacoli, visite guidate, attività per famiglie e molto altro ancora. 
 Festa della Sensa (Ascensione di Gesù).  Quaranta giorni dopo Pasqua; talvolta la domenica successiva. In occasione della ""Festa del la Sensa"" Venezia rinnova lo sposalizio con il mare. Trattasi di un appuntamento con cui la città celebra la ricorrenza legata alla storia della Repubblica Serenissima e consolida il suo intimo rapporto con l’acqua."
wikivoyage,Venezia,Cosa fare,112,"Pattinaggio su ghiaccio, campo San Polo. Periodo invernale. 
 Un giro in gondola.  Di giorno (08:00-19:00) € 80,00 per 30 minuti con un massimo di 6 persone e di sera/notte (19:00-08:00) € 100,00 per 35 minuti con un massimo di 6 persone. La tariffa oraria è di 20 minuti ed è di € 40,00 di giorno e € 50,00 di sera/notte. Potete scegliere tra un percorso standard o un percorso personalizzato. In quest'ultimo caso, per un percorso più lungo richiede una tariffa aggiuntiva. 
 Escursione alle isole (Linea verde).  18 € (ago 2021). Escursione alle isole di Murano, Burano e Torcello. Con sosta di 40 min per isola. Partenza da vari punti di Venezia."
wikivoyage,Venezia,Acquisti,262,"L'immane flusso turistico ha fatto si che a Venezia sia fiorita un'immensa quantità di negozi e che propongono ogni genere di paccottiglia, più o meno ""tipica"".
Ciò non toglie che in città si possano reperire pezzi di alto artigianato, nel rispetto della tradizione.
Uno dei prodotti più caratteristici di Venezia sono i vetri di Murano prodotti artigianalmente sull'omonima isola di Venezia. Tale tipo di artigianato vanta una tradizione millenaria. Fare attenzione agli esercenti che mettono in vendita prodotti non veneziani (talvolta anche cinesi). Sono veneziani solo i prodotti che possiedono l'apposito bollino che ne attesta l'autenticità.
Rinomati sono anche i merletti prodotti soprattutto nell'isola di Burano, ma anche nell'isola di Pellestrina e nella vicina Chioggia.
Molto diffuse anche le maschere veneziane, che non sono in realtà un prodotto tradizionale. La loro produzione infatti, è cominciata solo a partire dagli anni 1980, a seguito del revival del Carnevale di Venezia.
Molte maschere veneziane provengono dall'oriente e vengono vendute per artigianali del luogo, occhio se siete turisti, soprattutto stranieri.
Esistono numerosi negozi di alta moda concentrati nelle ""Mercerie"", in Calle Vallaresso e in via XXII Marzo, nel Sestiere di San Marco.
A fianco dei prodotti artigianali, fiorisce il mercato dei souvenir, più o meno kitsch. Fra questi si ricordano le gondole di plastica (con lucine, ballerina e carillon) e i cappelli da gondoliere. A fianco l'offerta tipica di tutti i centri turistici, dalle t-shirt, alle riproduzioni di monumenti. Ultimi arrivati, a ruota del carnevale, i cappelli da giullare, che hanno conseguito un discreto successo di vendita, ma che ovviamente non hanno nulla di ""veneziano""."
wikivoyage,Venezia,Come divertirsi,84,"=== Caffè ===
Venezia è celebre anche per i suoi caffè storici. Importati dall'Impero ottomano intorno al 1615, a partire dal 1683 si diffusero moltissime caffetterie in tutta la città.

1 Caffè Florian, Piazza San Marco 57 (sotto le Procuratie Nuove). Aperto il 29 dicembre 1720. 
2 Gran Caffè Quadri, Piazza San Marco 120. Aperto nel 1775. 
Questi caffè sono anche famosi per essere molto più cari dell'ordinario. Al Caffè Florian ad esempio si può spendere per due caffè anche 23 € (sett 2021)!"
wikivoyage,Venezia,Dove mangiare,135,"Vedi esercizi nella pagine relative ai Quartieri della città.

Il posto più tipico dove mangiare a Venezia, sono le ""cicchetterie"", dove, con la scusa di bere, si mangiano bocconcini di ricette tipiche. Mediamente i ristoranti hanno prezzi più elevati rispetto ad altre città, ma tuttavia nella media delle città turistiche. L'offerta è molto varia e si distingue anche in base al livello scelto, se prettamente turistico o di lusso.
Per coloro che volessero acquistare della frutta o altri prodotti alimentari, si ricorda che i prezzi sono davvero elevati rispetto a qualsiasi altra città considerando la necessità del trasporto via mare. I posti più convenienti sono i piccoli supermercati sparsi un po' in tutti i quartieri. Oppure se avete intenzione di allontanarvi dalla città potete sempre fare la spesa a Mestre, proprio come fanno diversi veneziani."
wikivoyage,Venezia,Dove alloggiare,86,"Vedi esercizi nella pagine relative ai Quartieri della città.
L'offerta di alloggi è immensa e alla portata di tutte le tasche. Ovviamente i costi sono generalmente maggiorati rispetto ad altre città. Un elemento utile da considerare nella scelta dell'alloggio è certamente la praticità nel raggiungerlo. Considerate il fatto che più lontani sarete dal punto in cui approdate e più sarà faticoso trascinare la vostra valigia, salvo non decidiate di farvele trasportare in barca. Buona parte dei ponti rappresentano un problema legato proprio alla presenza dei gradini."
wikivoyage,Venezia,Sicurezza,60,"Vi sono parecchi borseggiatori, notevolmente aumentati nel corso del 2025, in azione sui mezzi pubblici e sui relativi ""imbarcaderi"" (che sono il luoghi di maggiore calca). Capita inoltre di imbattersi in sedicenti ""intrattenitori"", che propongono nota truffa del ""gioco delle tre carte"". Il commercio di falsi articoli griffati (borse, orologi, ecc.) nei luoghi pubblici è una piaga difficile da estirpare."
wikivoyage,Venezia,Sicurezza,316,"Bisogna inoltre porre attenzione ad alcune degenerazioni dell'offerta turistica. In particolare all'Isola del Tronchetto, capiterà facilmente di imbattersi in parecchi intromettitori abusivi (detti, in loco, ""battitori""), che proporranno ai turisti passaggi in mezzi acquei (spesso senza licenza), a prezzi notevolmente maggiorati rispetto ai trasposti pubblici: da evitare assolutamente.
Diffusa la cattiva abitudine, da parte di certi esercenti (sia bar, che ristoranti), di proporre conti maggiorati ai turisti. Fare pertanto attenzione ai listini e nel caso protestare con gli esercenti, magari utilizzando la classica frase detta dai residenti ""guarda che non sono un turista"".
A tale andazzo non sfuggono i gondolieri: difficilmente gli ""stazi"" ottemperano all'obbligo di esporre i prezzi ufficiali del ""nolo"", e capita frequentemente che vengano proposti prezzi maggiorati, o tempi inferiori alla norma (40 min.). Nel caso di problemi potete segnalare la cosa ai Vigili Urbani. Se questi dicono che ""non ci posso fare nulla"" (capita!) segnatevi il nome riportato sul tesserino: così potrete riportarli al loro comando. Fate inoltre attenzione ai taxi acquei abusivi, che non hanno diritto a trasportare passeggeri. I taxi autorizzati, hanno sulla fiancata la tipica banda gialla con la scritta taxi. Anche con i taxi ufficiali, si consiglia di informarsi, prima della corsa, sulle tariffe ufficiali: si eviteranno cattive sorprese.
Nei pressi della sede del Casinò di Venezia gravita il sottobosco criminale dei ""cambisti"", che prestano ad usura denaro, ai giocatori in difficoltà. Non fatevi scrupolo di segnalare alla Guardia di Finanza, qualsivoglia genere di irregolarità.
Pur essendo improbabile non è impossibile cadere in canale, soprattutto se si è alzato il gomito. Bere con giudizio vale dappertutto, ma forse a Venezia vale di più.
Nelle ore serali e notturne, un po' in tutta la città ma soprattutto in campo Bella Vienna (nei pressi di Rialto), campo Santa Margherita e Piazzale Roma, a volte si verificano episodi di violenza, pertanto è consigliabile prestarci attenzione in caso di frequentazione o transito."
wikivoyage,Venezia,Sicurezza,113,"
=== Servizi di pubblica utilità ===
  Comune di Venezia - Sicurezza.  
  Carabinieri, Campo S. Zaccaria 4693/A, ☎ +39 041 27411.  
  Polizia Municipale, ☎ +39 041 2747277.  
 2 Ospedale SS Giovanni e Paolo (Vaporetto: Ospedale), ☎ +39 0415294111, urp@ulss12.ve.it.  
  Farmacie aperte H24.  


=== Bagni Pubblici ===
Qui la mappa pdf, il sito web, una pagina di ricerca toilette e una app per smartphone :

3 Servizio, Calle Cossetti 456A (Piazzale Roma).  
4 Servizio, Cannaregio 1586 (Campo San Leonardo).  
5 Servizio diurno San Marco (Bagni comunali), San Marco 1265-1266 (ala Napoleonica di piazza San Marco (civici 1265-66)).  9:00-20:30.  
6 Servizio, Giardini Reali San Marco.  9:00-20:30.  
7 Servizio, Ponte dell'Accademia (sotto il ponte dell'Accademia, lato Dorsoduro)."
wikivoyage,Venezia,Come restare in contatto,64,"=== Poste ===
  Calle Larga de l'Ascension, ☎ +39 041 2446711.  
  Sestiere Santa Croce, Sestiere Santa Croce, 511, ☎ +39 041 2446811.  
  2004 San Polo, ☎ +39 041 787111.  
  Sestiere di San Marco, Sestiere di San Marco 5016, ☎ +39 041 2404149.  


=== Telefonia ===
Da settembre 2021 Venezia dispone del 4G di Iliad e TIM e del 5G di Vodafone e Wind Tre"
wikivoyage,Venezia,Come restare in contatto,237,"
=== Internet ===
Il Comune ha aderito alla rete nazionale Free ItaliaWifi. La città sta costruendo costantemente la rete Wi-Fi comunale, che ora copre quasi l'intera area intorno al Canal Grande e alcune delle piazze più grandi del centro. È possibile acquistare l'accesso per gli ospiti a circa € 5 al giorno presso la stessa sede unificata di ""Venezia Unica"" in cui vengono venduti gli abbonamenti per i trasporti e i musei.
Venezia ha diversi Internet cafè, ma sono molto più cari del resto d'Europa con prezzi per un'ora di accesso intorno ai 6 €: il Wi-Fi è disponibile solo in alcuni di essi. C'è un pub ""Café Blue"" a Dorsoduro, che ha la connessione wi-fi gratuita (protetta da password). Compra uno spritz e un panino e vai in città. Per utilizzare un Internet cafè, acquistare una scheda SIM mobile o ottenere un contratto per una connessione a Internet. L'identificazione personale è necessaria per legge in Italia. Gli Internet cafè non ti permetteranno di utilizzare i computer senza passaporto o carta d'identità nazionale. ""Calle Delle Botteghe"" a San Marco 2970 Venezia è un grazioso internet cafè tipo galleria d'arte con una libreria: è costoso con € 3 per 15 minuti, ma puoi semplicemente entrare e giocare a scacchi con un bicchiere di vino.
Al ""Telecom Italia Future Center"" di Campo San Salvatore (San Marco) puoi navigare gratuitamente per un'ora, una volta registrati con la tua carta d'identità."
wikivoyage,Venezia,Tenersi informati,42,"Ufficio I.A.T., Piazzale Roma (negozio adiacente all'Agenzia Venezia Unica (permanente)), ☎ +39 041 2722283, info@veneziaunica.it.  
  Ufficio I.A.T., Tronchetto.  
 8 Ufficio I.A.T., Stazione Ferroviaria Santa Lucia - binario 1.  
  Ufficio I.A.T., Aeroporto Internazionale Marco Polo (area arrivi).  
  Ufficio I.A.T., Piazza San Marco 71/f."
wikivoyage,Venezia,Nei dintorni,253,"Mestre

Murano l'isola del vetro. Patria della produzione vetraria artistica, massimo centro mondiale dal quale i mercanti iniziavano i loro viaggi portandosi dietro oggetti di ogni forma. La realizzazione degli oggetti in vetro avviene esclusivamente a mano, grazie all'esperienza tramandata da generazioni.
Burano l'isola del merletto e delle case colorate. Pare che la tradizione del merletto abbia origini medievali e che derivi dalla necessità delle donne di ricamare per rammentare le reti dei mariti pescatori. Invece non è ancora chiaro il motivo e l'origine dei vivaci colori dei quali sono dipinte case dell'isola. La leggenda narra che ai marinai, di ritorno a casa, servisse un chiaro riferimento per trovare la propria casa, nascosta dalla nebbia. Secondo un'altra ipotesi ciascun colore sia il simbolo di una famiglia dato che sono pochi, ma molto diffusi, i cognomi isolani.
Torcello stupenda isola, nei pressi di Burano, con notevoli monumenti paleocristiani.
Lido di Venezia: raffinata località balneare e sede della Mostra del Cinema.
Pellestrina: fuori dalle rotte del turismo di massa, è una localita caratteristica, con ampie spiagge quasi deserte.
Cavallino-Treporti località balneare, famosa per i numerosi campeggi.
Jesolo famosa località balneare, la seconda spiaggia italiana dopo Rimini, famosa per le discoteche e la vita notturna.
Chioggia e Sottomarina.
Riviera del Brenta: area urbana dell'entroterra Veneziano, in direzione di Padova. Numerosi centri abitati lungo il Naviglio del Brenta, noti per le produzioni calzaturiere e il ricco patrimonio storico-artistico costituito dalle numerose Ville Venete del patriziato cittadino e dalle numerose opere effettuate sul fiume (molini, chiuse, canali, argini)."
wikivoyage,Venezia,Nei dintorni,73,"
=== Itinerari ===
Venezia in un giorno — Itinerario alla scoperta di Venezia per una giornata intera.
Canal Grande — Alla scoperta della via d'acqua più famosa di Venezia.
Venezia segreta — L'itinerario è rivolto al turista che è alla ricerca di curiosità, luoghi insoliti e meno noti di una città unica al mondo.
Giardini di Venezia
Città murate del Veneto — Un itinerario alla scoperta delle roccaforti e della storia del Veneto."
wikivoyage,Venezia,Informazioni utili,198,"Per una circolazione più veloce e sicura, si deve camminare a destra. Chi fotografa da un lato all'altro di un ponte deve aspettarsi il passaggio di persone tra le due estremità. Chiunque veda un altro turista che fotografa, non deve fermarsi per aspettare la conclusione della foto, ma continuare a camminare.
Un aiuto è cercare i segnali direzionali. Questi saranno contrassegnati ""Per"" e quindi con il nome di un luogo o di un ponte prominente nella città, completi di una freccia che punta nella direzione pertinente. Quindi, per arrivare al ponte di Rialto, le indicazioni da seguire sono contrassegnate ""Per Rialto"". Quelle per Piazza San Marco dicono ""Per S. Marco"", e quelle per la stazione dei treni ""Per la Ferrovia"" (ce ne sono anche altre). Dopo essersi orientati verso il punto di riferimento più vicino, la ricerca della direzione può così diventare (leggermente) più facile. Ricorda, però, che i segnali da leggere sono quelli ufficiali. Di tanto in tanto i graffiti daranno altre indicazioni, spesso errate.
Venezia non è una città agevole per i portatori di handicap per la presenza di tantissimi gradini posti su quasi tutti i ponti. Le abitazioni poi essendo antiche hanno generalmente scale ripide."
wikivoyage,Venezia,Informazioni utili,105,"Gran parte della famosa architettura di Venezia è estremamente antica e mostra gli effetti di una gestione scorretta da parte dell'ondata di turisti, una piccola parte dei quali si comporta come se si trovasse in un moderno complesso turistico invece che in una città antica. Per preservare la meraviglia di questa città per le generazioni future, tutti devono trattare le infrastrutture cittadine come se si trovassero in un grande museo d'arte a cielo aperto.
I funzionari comunali affermano che è necessario far rispettare le regole per preservare la pulizia urbana della città e garantire che i visitatori si comportino correttamente. I seguenti consigli saranno utili:"
wikivoyage,Venezia,Informazioni utili,363,"Cammina sul lato destro della strada: soprattutto nelle strade più strette, contribuirai a rendere la tua camminata e quella degli altri più veloce, sicura e ordinata. Fallo sempre, anche se la strada è vuota: non si sa mai se c'è qualcuno dietro l'angolo e potresti finire per investirlo. Non bloccare il flusso del traffico, soprattutto sui ponti;
Non fare il bagno, tuffarsi o nuotare nei canali: è pericoloso e malsano (i canali sono l'antico sistema fognario a cielo aperto della città e si rischia di essere investiti dal traffico di barche a motore). Le violazioni sono soggette a multe fino a 350 euro e al divieto di accesso alla città per le successive 48 ore, anche se si dispone di una camera d'albergo prepagata e di biglietti non rimborsabili per gli eventi. Ulteriori informazioni sono disponibili sul sito web #EnjoyRespectVenezia;
Non camminare a torso nudo o in costume da bagno: è punibile con una multa fino a 250 €;
Non sederti o sdraiarti per terra, su monumenti, gradini, ponti, edifici (o anche solo appoggiarti a essi), né sederti in pubblico su qualsiasi altra cosa che non siano sedie e panchine realizzate appositamente, e soprattutto non sederti per terra per mangiare . I picnic sono vietati in tutte le aree pubbliche. Sono punibili con una multa di 100-200 euro e la polizia può immediatamente bandirti dall'area. Se hai bisogno di riposare o vuoi guardare la gente che passa, cerca una delle panchine pubbliche rosso acceso di Venezia su cui sederti (ma non sdraiarti);
Non accamparsi o dormire in aree pubbliche: la multa è di 200 € e la polizia ti allontanerà immediatamente dall'area;
Non date da mangiare agli uccelli o ad altri animali selvatici e non gettate rifiuti: le multe possono arrivare fino a 500 euro. Può sembrare strano che dare da mangiare agli uccelli comporti una multa più alta rispetto a comportamenti irrispettosi come arrampicarsi sulla cima di un monumento, ma la città si trova all'interno di un fragile ecosistema di zone umide, quindi si prega di prestare maggiore attenzione del solito.
Il comune di Venezia mantiene un elenco aggiornato di norme e regolamenti in diverse altre lingue sul suo sito web ufficiale."
